"abuse","acoustic","action","adaptation","addiction","adhd","affect","alzheimer","amnestic","anger","anticipation","anxiety","aphasia","appraisal","arithmetic","arm","arousal","speech","attention","audiovisual","auditory","autism","autobiographical","autonomic","aversive","avoidance","awareness","balance","belief","bilingual","bipolar","blind","body","calculation","categorization","character","choice","pain","cognition","color","communication","competition","complexity","comprehension","compulsive","computation","concentration","concept","condition","confidence","conflict","consciousness","consolidation","construction","consumption","context","control","coordination","covert","cue","damage","decision","decode","default","deficit","delay","demand","dementia","depression","deprivation","depth","detection","development","diagnosis","digit","disability","discriminate","disgust","ocd","stress","distraction","dominance","dyslexia","vision","eat","economic","efficiency","effort","emotion","empathy","encode","engagement","english","epilepsy","episodic","error","evaluation","events","execution","expectation","experience","expertise","exploration","eye","face","familiarity","family","fear","feature","feel","finger","fixation","flexibility","fluency","focus","food","foot","force","gain","gamble","game","gaze","german","gestures","goal","grasp","hand","handedness","happy","head","health","hear","heart","illusion","image","imagery","imagine","imitation","implicit","impulsivity","incentive","incorrect","induction","inference","instruction","integration","integrity","intelligence","intensity","intention","intentional","interaction","interactive","interference","interoception","interpersonal","item","judgment","knowledge","language","learn","letter","lexical","light","limb","linguistic","listen","location","loss","maintenance","manipulation","match","memory","mentalize","mind","mirror","mnemonic","modulatory","monetary","mood","moral","motion","motivation","motor","movement","sclerosis","multisensory","muscle","music","name","navigation","negative","neutral","nociceptive","noise","nouns","novelty","noxious","object","obsessive","olfactory","oral","organization","orientation","orthographic","parkinson","passive","perception","performance","person","personal","personality","phonological","photographs","picture","pitch","place","placebo","plan","pleasant","prediction","preference","preparation","pressure","prime","probabilistic","production","prospective","psychotic","ptsd","punishment","rate","reach","reaction","read","real","reappraisal","reason","recall","recognition","recollection","reference","referential","regulation","rehabilitation","rehearsal","reinforcement","relational","remember","reorganization","repetition","response","rest","retention","retrieval","reward","rhythm","risk","rotation","saccade","sad","schizophrenia","selection","report","semantic","sensation","sensitivity","sensorimotor","sensory","sentence","separation","sequence","serial","sex","shapes","shift","sight","signal","similarity","simulation","size","skin","sleep","social","solve","sound","spatial","spatiotemporal","speaker","speak","spectrum","spoken","spontaneous","storage","strategy","stroop","substance","subtraction","success","suffer","suppression","sustained","symbolic","syntactic","tactile","tap","target","task","taste","think","thought","time","tone","touch","track","trait","unpleasant","update","valence","value","verb","verbal","video","view","violations","virtual","visual","visuospatial","visuomotor","voice","watch","word","work","write"
0,0,0,0,0,0,0.498363636363636,0,0,0.726,0,0.499909090909091,0,0,0,0,0,0,0,0,0,0,0.237727272727273,0.522181818181818,0.352727272727273,0,0,0,0,0,0,0,0.0383636363636363,0,0,0,0,0.024969696969697,0.0252867132867133,0,0,0,0,0,0,0,0,0,0.717272727272727,0,0,0.0936363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554181818181818,0.0488363636363636,0,0,0.0309818181818182,0,0,0,0,0,1.18581818181818,0,0.0867272727272727,0,0,0,0,0,0,0,0.078,0.776181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892981818181818,0.084090909090909,0,1.87266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768000000000002,0,0,0,0.344727272727272,0,0,0.0371818181818182,0.0714545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764848484848485,0.390909090909091,0.067090909090909,0,0,0,0,0.311272727272727,0.0730909090909091,0,0,0,0,0,0,0,0,0,0,0.0681818181818182,1.58836363636364,0,0,0,0,0,0,0,0.579454545454545,0,0,0.0271515151515152,0,0,0,0,0,0.117363636363637,0.0863636363636364,0,0,0,0.72290909090909,0,0,0,0,0.821272727272727,0,0,0,0,0,0.0952727272727275,0,0,0,1.23690909090909,0,0,0,0.196181818181818,0,0,0,0,0.0741818181818182,0.0133333333333333,0.225818181818182,0,0,0.297863636363637,0,0,0,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0,0,0,0,0.0342272727272728,0,0,0,0,0,0,0,0,0.0976363636363635,0,0,0,0,0,0,0,0.525909090909091,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,1.19618181818182,0,0,0,0.023030303030303,0.46,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0865555555555556,0,0.0497777777777778,0,0,0.196,0,0,0,0,0,0,0,0,0.515333333333334,0.817444444444447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218666666666667,0.123333333333333,0,0,0,0,0,0,0,0,0.0437777777777778,0,0,0,0,1.88355555555556,0.108577777777778,0,0,0.0386666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.108444444444444,0.230555555555555,0,0,0,0,0.162333333333334,0,0,0,0,0,0,0,0,0,0.0672888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154777777777778,0,0,0,0,0,0,0,0,0,0,0,0.318888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203333333333333,0.872,0.138222222222222,0,0,0,0,0.176444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0.278333333333333,0,0,0,0,0,0,0,0.187111111111111,0,0,0,0,0,0,0,0,0.515333333333335,0.466888888888889,0,0,0,0,0,0,0,0,0.0871111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347777777777777,0.0886666666666667,0,0,0,0,0,0,0,0.0303703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287777777777778,0,0,0,0,0,0,0,0,0.0536666666666665,0,0,0,0,0,0,0,0.097777777777778,0,0.275377777777778,0,0,0,0,0.148888888888889,0,0.197222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217333333333333,0,0,0,0,0,0,0,0,0.722888888888889,0,0,0,0.0291851851851852,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0642424242424243,0,0,0.0927272727272725,0,0,0,0,0,0,0,0,0,0,0,1.17954545454546,2.47454545454546,0.254545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945959595959597,1.25181818181818,0,0,0,0,0.252045454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201780303030303,1.94681818181818,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314772727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617727272727273,0,0,0,0,0,0,0,0,0,0,0,0.135909090909091,0.203181818181818,0,0,0,0,0,0,0,0.062121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288863636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075,0,0.985363636363636,0,0,0,0.124090909090909,0,0,0.327727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446363636363636,0,0,0,0,0,0,0,0.0141883116883117,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609242424242422,1.79757575757576,0,0,0,0,0,0,0,0.076212121212121,0,0,0,0,0.0734848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269360269360269,0.21939393939394,0,0,0,0,0.058939393939394,0,0,0,0,0,0,0,0,0,0.0744848484848484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29530303030303,0,0,0,0,0,0,0,0,0,0,0,0.151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256944444444445,0.893939393939394,0.42530303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068181818181818,0,0,0.52348484848485,1.10090909090909,0.429242424242424,0,0,0.0593939393939395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128181818181818,0,0,0,0.0595454545454545,0,0,0,0,0.070050505050505,0.261515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054848484848485,0,0,0,0,0,0,0,0,0,0.396893939393939,0,0,0,0,0.120606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616545454545455,0,0,0,0.068787878787879,0.157424242424242,0,0.759242424242425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061060606060606,0,0,0,0,0,0,0,0.116666666666667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.112525252525253,0,0,0,0,0,0.0671212121212121,0,0,0,0,0.0468181818181818,0,0,0.0301515151515152,0.0977272727272727,1.53401515151515,0,0,0.212045454545455,0,0,0.0634848484848485,0,0,0,0,0,0,0,0,0,0.0650349650349651,0,0.134242424242424,0,0,0.345757575757576,0.0716666666666667,0,0,0,0,0,0,0.0354545454545454,0,1.83136363636364,0,0,0,0,0,0,0,0,0,0.12810606060606,0,0,0,0.128030303030303,0,0,0,0,0,0,0,0,0,0.320606060606061,0.0243434343434343,0,0,0,0,0,0,0,0,0,0.241649831649831,0,0,0,0.0640909090909091,0,0.14310606060606,0,0,0,0,0,0,0,0,0,0.23130303030303,0,0,0.0646464646464647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166161616161616,0,0,0,0,0,0,0.0636363636363635,0,0,0,0,0,0.0578787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143787878787879,0,0.0435353535353537,0,0.378219696969697,0,0,0,0,0,1.41378787878788,0,0,0,0,0,0,0.155378787878788,1.23787878787879,1.35742424242425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211931818181818,0,0,0,0,0,0,0.0725757575757576,0,0,0,0,0,0,0,0.018219696969697,0,1.13863636363637,0.202878787878788,0.240378787878788,0,0,0.081742424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126666666666667,0,0,0,0.384545454545455,0,0,0,0,0,0.191515151515152,0.37631313131313,1.03151515151515,0,0,0,0,0,0.0185353535353535,0,0,0,0,0,0.483636363636364,0,0,0,0,0,0.065,0,0,0,0.996439393939395,0,0,0,0,1.49373737373737,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02766666666667,0.0640909090909091,0,0,0,0.692045454545453,0,0.192954545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477272727272727,0.0609090909090909,0,0,0,0,0,0.295984848484849,0,0.388575757575758,0,0.131363636363636
0,0.100239520958084,0,0,0,0,0.0498403193612776,0,0.0276047904191617,0,0,0,0.0801796407185629,0,0,0,0,0.422065868263472,0,0,0.388353293413173,0.146107784431138,0.958832335329342,0,0.0726347305389222,0.0416766467065868,0,0,0.26254491017964,0,0,0,0,0,0,0,0,0.0757684630738522,0.0173053892215569,0,0.0268263473053892,0.0132035928143712,0,2.94011976047904,0,0,0,0.00998003992015967,0,0,0,0,0.0805988023952096,0.625089820359281,0,0,0.00380667236954661,0,0,0,0,0,0.0115568862275449,0.0553592814371257,0,0,0,0.177904191616766,0,0,0,0,0,0,0,0,0,0.0727544910179641,0,0,0,0.0358383233532934,0.025688622754491,0,0,0,0,0.013502994011976,0.144936793080506,0.065119760479042,0.0091616766467066,0,0.0988023952095808,0,0.347455089820359,0,0.0174550898203593,0,0,0.00934131736526947,0,0,0,0,0.0484670658682634,0,0,0,0,0.0604191616766467,0,0,0,0,0,0.0248502994011976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487185628742515,0.0250299401197605,0,0,0,0,0.051497005988024,0,0,0,0,0,0.124910179640719,0,0.0206467065868264,0,0,0,0,0,0,0,0,0,0.196706586826347,0,0.0189421157684631,0,1.26682634730539,0,0,0.108443113772455,0,0,2.32179640718563,0.488233532934131,0,0,0,0,0,0.0685079840319361,0.782754491017964,1.27308383233533,0.0218562874251497,0,0,0.00652694610778443,0.0512574850299401,0,0,0,0,0,0,0,0,0.14560878243513,0,0,0,0.0468712574850299,0.0226946107784431,0,0,0,0.356287425149701,0,0,0,0,0,0,0,0,0,0,0,0.674101796407185,0.153353293413174,0.117335329341317,0.650958083832335,0,0.0387724550898204,0,0,0,0,0.212335329341317,0,0,0,0,0,0,0.0488622754491018,0,0,0,0.0250299401197605,0,0,0,0.649910179640719,0,0,0,0,0.0536526946107785,0.189101796407186,0.097744510978044,0.30808383233533,0,0,0,0,0,0.0322554890219561,0,0,0,0,0,0.535958083832335,0.00619760479041915,0,0,0,0,0.0259880239520958,0,0,0,1.00315868263473,0,0,0.0204790419161676,0,2.12199600798403,0,0,0,0.0125748502994012,0,0,0,0,0,0.0234131736526946,0,0.0375449101796407,0.0282634730538922,0.652083832335329,0,0.149431137724551,0,0,1.26329341317365,0,0.0954790419161675,1.17562874251497,0,0.0248502994011976,0,0,0,0,0,0,0,0,0,0.648263473053892,0,0,0,0,0,0.0765269461077844,0,0,0,0,0,0.0253293413173653,0,0,0,0,0.385958083832336,0,0.0614570858283434,0.0463473053892216,0,0,0.00416167664670659,0,0,0.857215568862274,0,0.595880239520956,0,0.407365269461078
0,0,0,0,0,0,0,0.222894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939473684210525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.0532894736842105,0,0,0,0,0,2.10052631578947,0,0,0,0,0,0,0,0,0,0.221578947368421,0,0.0814035087719297,0,0,0,0,0,0,0,0,0.181578947368421,0,0,0,0,1.20473684210526,0,0,0,0,0,0,0,0,0,0,0.314,0.368421052631579,0,0.172105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119780701754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217763157894737,0,0,0,0,0,0,0,0.520526315789474,0,0,0.0773684210526317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370175438596492,0.445789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737105263157893,0,0,0,0,0,0,0,0,0.37578947368421,0,0,0,0,0,0,0,0.320526315789473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,1.49785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308571428571428,0.0634920634920634,0,0,0,0,0,0.292857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14678571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220833333333333,0,0.268571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957142857142857,0.114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.529285714285714,0,0,0,0,0,0,0,0,0,1.35464285714286,0,0,0,0,0,0,0,0,0.419285714285714,0,0,0,0,0,0,0,0,0,0.124857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730357142857145,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82931818181818,0,0,0,0,0,0.282045454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89454545454545,0,0,0,0,0,0,0,0,0,0.417727272727273,0,0,0,2.24318181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486767676767676,0.094318181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208181818181818,0,0,0,0,0,0,0,0,0,0,0,0.406363636363636,0,0.199242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645454545454546,2.27954545454545,1.39477272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0,2.02431818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170606060606061,0.609545454545455,0,0,0,0,0,0.058030303030303,0,0,0,0,0,0.545909090909091,0,0,0,0,0,0,0,0,0,0.222272727272728,0,0,0,0,0.117575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57136363636364,0.384545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262987012987013,0,0.184090909090909,0,0,0,0,0,1.27818181818182,0,0,0,0,0,0,0.182121212121212,0,0,0,0,0,0,0,0,0,0,0
0,0.413488372093023,0,0,0,0,0.0296511627906977,0,0,0,0,0,0,0,0,0,0,0.190901162790698,0,0,0,0.220639534883721,0.951860465116278,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0.00424865831842576,0,0,0,0.120813953488372,2.42081395348837,0,0,0,0.087093023255814,0,0,0,0,0,0.930232558139535,0,0,0.031594684385382,0,0,0,0,0,0,0.814360465116278,0,0,0,0.964767441860465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148527131782946,0.581046511627907,0,0,0,0,0.116976744186046,0,0,0,0,0,0.0172093023255814,0,0,0,0.0525581395348838,0,0,0,0,0.193720930232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177790697674418,0.0281976744186046,0,0,0,0,0,0,0,0,0,0,0.0266279069767442,0,0,0,0,0,0,0,0,0,0,0,0.130581395348837,0,0.0635271317829457,0,0.197819767441861,0,0,0,0,0,0.772441860465116,0.170232558139535,0,0,0,0,0.0334883720930233,0.0723546511627907,3.12674418604651,3.65389534883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246744186046512,0,0.0455813953488372,0,0,0,0,0,0,0.0396511627906977,0,0,0.0958139534883721,0,0,0,0,0,0,0.0130813953488372,0,1.64470930232558,0.0452325581395349,0.628255813953489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.0782364341085272,0.573953488372093,0.271744186046512,0.530639534883721,0,0,0.0436046511627907,0,0,0.0908139534883722,0,0,0,0,0,0.914883720930233,0,0.0897674418604651,0,0,0,0,0,0,0,0.589970930232559,0.071918604651163,0,0,0,1.50449612403101,0.120232558139535,0,0,0,0,0,0,0,0,0.155581395348837,0,0,0,1.43174418604651,0,0,0,0,0.88372093023256,0,0.29703488372093,0.167906976744186,0,0,0,0,0,0,0,0,0,0,0,0.10046511627907,0,0,0,0.00818936877076411,0,0.242325581395349,0,0,0,0,0.0267441860465116,0.60168604651163,0,0,0,0,0.349709302325582,0,0.187403100775194,0.0461627906976744,0,0,0.00351328903654485,0,0,0.401802325581396,0,0.0193488372093023,0,0
